Record Length,2500,Points,0.0,16.8000011,
Sample Interval,19.9999996E-3,s,19.9999996E-3,16.6000004,
Trigger Point,0.0,Samples,39.99999911E-3,16.6000004,
,,,59.999998659E-3,16.6000004,
,,,79.999998212E-3,16.6000004,
,,,99.999994040E-3,16.6000004,
Source,CH1,,119.9999973E-3,16.6000004,
Vertical Units,Volts,,140.0000006E-3,16.6000004,
Vertical Scale,5.00000007,,159.99999642E-3,16.6000004,
Vertical Offset,0,,179.99999225E-3,16.6000004,
Horizontal Units,s,,199.99998808E-3,16.6000004,
Horizontal Scale,4.99999989,,219.99999881E-3,16.3999996,
Pt Fmt,Y,,239.99999464E-3,16.6000004,
Yzero,-2.6400000,,259.99999046E-3,16.6000004,
Probe Atten,10.0000000,,280.00000119E-3,16.3999996,
,,,299.99998212E-3,16.6000004,
Note,TBS 1102B-EDU - 6:07:01 p. m.   24/10/2025,,319.99999285E-3,16.6000004,
,,,340.00000358E-3,16.6000004,
,,,359.99998450E-3,16.6000004,
,,,379.99999523E-3,16.3999996,
,,,399.99997616E-3,16.6000004,
,,,419.999986887E-3,16.6000004,
,,,439.999997616E-3,16.3999996,
,,,459.999978542E-3,16.6000004,
,,,479.999989271E-3,16.6000004,
,,,500.000000000E-3,16.6000004,
,,,519.999980927E-3,16.6000004,
,,,539.999961853E-3,16.6000004,
,,,560.000002384E-3,16.6000004,
,,,579.999983311E-3,16.6000004,
,,,599.999964237E-3,16.6000004,
,,,620.000004768E-3,16.6000004,
,,,639.999985695E-3,16.8000011,
,,,659.999966621E-3,16.6000004,
,,,680.000007153E-3,16.6000004,
,,,699.999988079E-3,16.6000004,
,,,719.999969006E-3,16.6000004,
,,,740.000009537E-3,16.6000004,
,,,759.999990463E-3,16.6000004,
,,,779.999971390E-3,16.6000004,
,,,799.999952316E-3,16.6000004,
,,,819.999992847E-3,16.6000004,
,,,839.999973774E-3,16.6000004,
,,,859.999954700E-3,16.3999996,
,,,879.999995232E-3,16.6000004,
,,,899.999976158E-3,16.3999996,
,,,919.999957085E-3,16.3999996,
,,,939.999997616E-3,16.6000004,
,,,959.999978542E-3,16.3999996,
,,,979.999959469E-3,16.6000004,
,,,1.000000,16.6000004,
,,,1.0200000,16.3999996,
,,,1.0400000,16.6000004,
,,,1.0599999,16.6000004,
,,,1.0799999,16.6000004,
,,,1.1000000,16.6000004,
,,,1.1200000,16.6000004,
,,,1.1400000,16.6000004,
,,,1.1600000,16.3999996,
,,,1.1799999,16.6000004,
,,,1.1999999,16.6000004,
,,,1.2200000,16.3999996,
,,,1.2400000,16.6000004,
,,,1.2600000,16.3999996,
,,,1.2800000,16.6000004,
,,,1.3000000,16.6000004,
,,,1.3199999,16.3999996,
,,,1.3399999,16.3999996,
,,,1.3600000,16.6000004,
,,,1.3800000,16.3999996,
,,,1.4000000,16.6000004,
,,,1.4200000,16.6000004,
,,,1.4399999,16.6000004,
,,,1.4599999,16.3999996,
,,,1.4800000,16.8000011,
,,,1.5000000,16.6000004,
,,,1.5200000,16.6000004,
,,,1.5400000,16.6000004,
,,,1.5599999,16.6000004,
,,,1.5799999,16.6000004,
,,,1.5999999,16.6000004,
,,,1.6200000,16.6000004,
,,,1.6400000,16.3999996,
,,,1.6600000,16.6000004,
,,,1.6799999,16.6000004,
,,,1.6999999,16.6000004,
,,,1.7199999,16.3999996,
,,,1.7400000,16.6000004,
,,,1.7600000,16.6000004,
,,,1.7800000,16.6000004,
,,,1.8000000,16.3999996,
,,,1.8199999,16.6000004,
,,,1.8399999,16.6000004,
,,,1.8600000,16.3999996,
,,,1.8800000,16.6000004,
,,,1.9000000,16.3999996,
,,,1.9200000,16.6000004,
,,,1.9399999,16.6000004,
,,,1.9599999,16.6000004,
,,,1.9799999,16.6000004,
,,,2.0000000,16.6000004,
,,,2.0200000,16.8000011,
,,,2.0400000,16.6000004,
,,,2.0599999,16.6000004,
,,,2.0799999,16.6000004,
,,,2.0999999,16.6000004,
,,,2.1199999,16.3999996,
,,,2.1399999,16.6000004,
,,,2.1599998,16.6000004,
,,,2.1800001,16.6000004,
,,,2.2000000,16.3999996,
,,,2.2200000,16.6000004,
,,,2.2400000,16.6000004,
,,,2.2600000,16.3999996,
,,,2.2800000,16.3999996,
,,,2.3000000,16.3999996,
,,,2.3199999,16.3999996,
,,,2.3399999,16.6000004,
,,,2.3599999,16.6000004,
,,,2.3799999,16.6000004,
